dong_info,count,gu_info,area_cal,num_per_area
충현동,5,서대문구,0.8815,5.672149744753262
양재1동,12,서초구,4.697,2.5548222269533745
양재2동,16,서초구,4.697,3.4064296359378328
서초2동,10,서초구,4.697,2.1290185224611453
잠원동,281,서초구,4.697,59.82542048115818
반포2동,141,서초구,4.697,30.01916116670215
내곡동,3,서초구,4.697,0.6387055567383436
반포4동,41,서초구,4.697,8.728975942090695
반포본동,157,서초구,4.697,33.42559080263998
방배2동,24,서초구,4.697,5.109644453906749
방배본동,38,서초구,4.697,8.090270385352353
반포3동,164,서초구,4.697,34.91590376836278
용답동,95,성동구,0.9894117647058824,96.0166468489893
금호4가동,121,성동구,0.9894117647058824,122.29488703923899
왕십리도선동,3,성동구,0.9894117647058824,3.032104637336504
옥수동,244,성동구,0.9894117647058824,246.61117717003566
성수1가2동,165,성동구,0.9894117647058824,166.76575505350772
마장동,66,성동구,0.9894117647058824,66.70630202140309
성수2가1동,133,성동구,0.9894117647058824,134.423305588585
사근동,102,성동구,0.9894117647058824,103.09155766944113
송정동,150,성동구,0.9894117647058824,151.6052318668252
성수1가1동,412,성동구,0.9894117647058824,416.4090368608799
행당1동,15,성동구,0.9894117647058824,15.16052318668252
응봉동,85,성동구,0.9894117647058824,85.90963139120095
정릉1동,22,성북구,0.6302564102564102,34.90642799023597
월곡2동,99,성북구,0.6302564102564102,157.07892595606185
월곡1동,25,성북구,0.6302564102564102,39.666395443449964
정릉2동,41,성북구,0.6302564102564102,65.05288852725793
종암동,66,성북구,0.6302564102564102,104.7192839707079
석관동,97,성북구,0.6302564102564102,153.90561432058584
돈암1동,31,성북구,0.6302564102564102,49.186330349877956
장위2동,15,성북구,0.6302564102564102,23.79983726606998
정릉4동,8,성북구,0.6302564102564102,12.693246541903989
길음1동,12,성북구,0.6302564102564102,19.039869812855983
정릉3동,102,성북구,0.6302564102564102,161.83889340927584
길음2동,24,성북구,0.6302564102564102,38.079739625711966
장위3동,6,성북구,0.6302564102564102,9.519934906427991
풍납2동,365,송파구,2.6061538461538465,140.0531286894923
풍납1동,157,송파구,2.6061538461538465,60.242030696576144
잠실본동,9,송파구,2.6061538461538465,3.45336481700118
잠실7동,7,송파구,2.6061538461538465,2.68595041322314
잠실6동,296,송파구,2.6061538461538465,113.57733175914993
잠실4동,2,송파구,2.6061538461538465,0.76741440377804
잠실3동,173,송파구,2.6061538461538465,66.38134592680046
잠실2동,252,송파구,2.6061538461538465,96.69421487603304
가락본동,6,송파구,2.6061538461538465,2.3022432113341202
가락1동,44,송파구,2.6061538461538465,16.88311688311688
삼전동,10,송파구,2.6061538461538465,3.8370720188902
오륜동,28,송파구,2.6061538461538465,10.74380165289256
문정2동,281,송파구,2.6061538461538465,107.82172373081463
석촌동,14,송파구,2.6061538461538465,5.37190082644628
위례동,7,송파구,2.6061538461538465,2.68595041322314
송파2동,6,송파구,2.6061538461538465,2.3022432113341202
신정2동,36,양천구,5.803333333333334,6.20333141872487
신정4동,3,양천구,5.803333333333334,0.5169442848937392
신정1동,4,양천구,5.803333333333334,0.6892590465249856
목1동,18,양천구,5.803333333333334,3.101665709362435
목2동,8,양천구,5.803333333333334,1.3785180930499712
신월7동,9,양천구,5.803333333333334,1.5508328546812176
신정7동,18,양천구,5.803333333333334,3.101665709362435
신월2동,3,양천구,5.803333333333334,0.5169442848937392
목5동,13,양천구,5.803333333333334,2.240091901206203
신정3동,7,양천구,5.803333333333334,1.2062033314187248
신정6동,31,양천구,5.803333333333334,5.341757610568639
대림3동,47,영등포구,0.7220588235294118,65.09164969450102
양평1동,19,영등포구,0.7220588235294118,26.313645621181262
신길1동,83,영등포구,0.7220588235294118,114.949083503055
당산2동,213,영등포구,0.7220588235294118,294.989816700611
대림2동,13,영등포구,0.7220588235294118,18.0040733197556
도림동,42,영등포구,0.7220588235294118,58.16700610997963
신길7동,31,영등포구,0.7220588235294118,42.93279022403259
신길4동,4,영등포구,0.7220588235294118,5.539714867617108
양평2동,322,영등포구,0.7220588235294118,445.9470468431772
여의동,685,영등포구,0.7220588235294118,948.6761710794298
영등포동,241,영등포구,0.7220588235294118,333.76782077393074
영등포본동,51,영등포구,0.7220588235294118,70.63136456211812
문래동,139,영등포구,0.7220588235294118,192.5050916496945
한강로동,21,용산구,0.6075,34.5679012345679
한남동,304,용산구,0.6075,500.4115226337448
이촌2동,198,용산구,0.6075,325.9259259259259
이태원1동,2,용산구,0.6075,3.2921810699588474
이태원2동,2,용산구,0.6075,3.2921810699588474
원효로2동,125,용산구,0.6075,205.76131687242798
원효로1동,37,용산구,0.6075,60.90534979423868
용산2가동,6,용산구,0.6075,9.876543209876543
보광동,74,용산구,0.6075,121.81069958847736
서빙고동,405,용산구,0.6075,666.6666666666666
이촌1동,336,용산구,0.6075,553.0864197530864
증산동,6,은평구,2.700909090909091,2.2214742510939076
교남동,10,종로구,0.2748275862068965,36.38644918444166
회현동,10,중구,0.1345945945945946,74.29718875502007
소공동,9,중구,0.1345945945945946,66.86746987951807
중림동,6,중구,0.1345945945945946,44.57831325301204
필동,8,중구,0.1345945945945946,59.43775100401606
명동,10,중구,0.1345945945945946,74.29718875502007
신내1동,252,중랑구,3.083333333333333,81.72972972972974
신내2동,7,중랑구,3.083333333333333,2.2702702702702706
중화2동,95,중랑구,3.083333333333333,30.810810810810814
중화1동,3,중랑구,3.083333333333333,0.972972972972973
면목4동,32,중랑구,3.083333333333333,10.378378378378379
묵2동,85,중랑구,3.083333333333333,27.567567567567572
묵1동,17,중랑구,3.083333333333333,5.513513513513514
망우본동,4,중랑구,3.083333333333333,1.2972972972972974
상봉2동,22,중랑구,3.083333333333333,7.135135135135136
면목5동,154,중랑구,3.083333333333333,49.94594594594595
면목2동,67,중랑구,3.083333333333333,21.729729729729733
상봉1동,2,중랑구,3.083333333333333,0.6486486486486487
