dong_info,count,gu_info,num_per_area
세곡동,8,강남구,2.835443037974683
논현1동,27,강남구,9.569620253164555
논현2동,39,강남구,13.82278481012658
대치1동,8,강남구,2.835443037974683
대치2동,23,강남구,8.151898734177214
대치4동,28,강남구,9.92405063291139
도곡1동,10,강남구,3.544303797468354
도곡2동,13,강남구,4.60759493670886
일원본동,3,강남구,1.063291139240506
일원1동,7,강남구,2.4810126582278476
청담동,53,강남구,18.784810126582276
개포3동,4,강남구,1.4177215189873416
개포2동,4,강남구,1.4177215189873416
개포4동,9,강남구,3.1898734177215182
역삼1동,74,강남구,26.227848101265817
삼성2동,23,강남구,8.151898734177214
삼성1동,15,강남구,5.316455696202531
역삼2동,26,강남구,9.21518987341772
신사동,70,강남구,24.810126582278475
수서동,4,강남구,1.4177215189873416
압구정동,41,강남구,14.53164556962025
암사1동,5,강동구,1.830012200081334
상일2동,3,강동구,1.0980073200488003
명일1동,19,강동구,6.954046360309069
명일2동,6,강동구,2.1960146400976006
암사3동,1,강동구,0.3660024400162668
성내3동,22,강동구,8.052053680357869
성내2동,7,강동구,2.5620170801138675
성내1동,9,강동구,3.294021960146401
천호1동,6,강동구,2.1960146400976006
천호2동,5,강동구,1.830012200081334
천호3동,5,강동구,1.830012200081334
암사2동,10,강동구,3.660024400162668
길동,22,강동구,8.052053680357869
둔촌2동,14,강동구,5.124034160227735
상일1동,1,강동구,0.3660024400162668
강일동,4,강동구,1.4640097600650672
고덕2동,7,강동구,2.5620170801138675
고덕1동,3,강동구,1.0980073200488003
미아동,3,강북구,0.5084745762711864
번1동,8,강북구,1.3559322033898304
번2동,2,강북구,0.3389830508474576
번3동,3,강북구,0.5084745762711864
인수동,5,강북구,0.847457627118644
수유3동,8,강북구,1.3559322033898304
수유2동,5,강북구,0.847457627118644
수유1동,3,강북구,0.5084745762711864
송천동,9,강북구,1.5254237288135593
송중동,9,강북구,1.5254237288135593
삼각산동,5,강북구,0.847457627118644
우이동,1,강북구,0.1694915254237288
삼양동,4,강북구,0.6779661016949152
염창동,14,강서구,4.390832328106152
우장산동,15,강서구,4.704463208685162
공항동,7,강서구,2.195416164053076
화곡8동,7,강서구,2.195416164053076
화곡본동,4,강서구,1.2545235223160434
발산1동,24,강서구,7.52714113389626
화곡3동,9,강서구,2.8226779252110976
방화3동,2,강서구,0.6272617611580217
화곡2동,2,강서구,0.6272617611580217
방화1동,12,강서구,3.76357056694813
방화2동,4,강서구,1.2545235223160434
화곡1동,19,강서구,5.958986731001206
화곡4동,3,강서구,0.9408926417370325
가양2동,7,강서구,2.195416164053076
가양1동,35,강서구,10.97708082026538
등촌3동,16,강서구,5.018094089264173
등촌2동,3,강서구,0.9408926417370325
등촌1동,12,강서구,3.76357056694813
화곡6동,6,강서구,1.881785283474065
인헌동,9,관악구,0.9130875887724044
신림동,10,관악구,1.0145417653026716
미성동,7,관악구,0.7101792357118701
신원동,2,관악구,0.2029083530605343
보라매동,7,관악구,0.7101792357118701
성현동,3,관악구,0.30436252959080146
삼성동,2,관악구,0.2029083530605343
서원동,9,관악구,0.9130875887724044
서림동,6,관악구,0.6087250591816029
은천동,5,관악구,0.5072708826513358
조원동,11,관악구,1.1159959418329388
행운동,18,관악구,1.8261751775448087
난향동,3,관악구,0.30436252959080146
남현동,6,관악구,0.6087250591816029
중앙동,11,관악구,1.1159959418329388
대학동,14,관악구,1.4203584714237403
난곡동,2,관악구,0.2029083530605343
청림동,1,관악구,0.10145417653026716
낙성대동,6,관악구,0.6087250591816029
청룡동,19,관악구,1.927629354075076
광장동,10,광진구,4.103165298944901
중곡4동,7,광진구,2.8722157092614307
중곡3동,4,광진구,1.6412661195779603
중곡2동,5,광진구,2.0515826494724503
중곡1동,8,광진구,3.2825322391559206
자양1동,7,광진구,2.8722157092614307
자양2동,6,광진구,2.4618991793669407
화양동,13,광진구,5.334114888628371
자양4동,4,광진구,1.6412661195779603
구의1동,14,광진구,5.744431418522861
구의2동,7,광진구,2.8722157092614307
구의3동,24,광진구,9.847596717467763
자양3동,10,광진구,4.103165298944901
군자동,12,광진구,4.923798358733881
능동,6,광진구,2.4618991793669407
구로5동,11,구로구,5.467196819085487
수궁동,3,구로구,1.4910536779324055
구로1동,3,구로구,1.4910536779324055
구로4동,5,구로구,2.485089463220676
구로2동,6,구로구,2.982107355864811
구로3동,24,구로구,11.928429423459244
개봉1동,9,구로구,4.473161033797217
개봉2동,8,구로구,3.9761431411530817
신도림동,7,구로구,3.479125248508946
가리봉동,1,구로구,0.4970178926441352
개봉3동,1,구로구,0.4970178926441352
고척2동,9,구로구,4.473161033797217
오류1동,8,구로구,3.9761431411530817
항동,4,구로구,1.9880715705765408
고척1동,8,구로구,3.9761431411530817
오류2동,7,구로구,3.479125248508946
가산동,29,금천구,6.682027649769585
시흥5동,4,금천구,0.9216589861751152
시흥4동,3,금천구,0.6912442396313364
시흥3동,1,금천구,0.2304147465437788
시흥1동,15,금천구,3.456221198156682
독산3동,4,금천구,0.9216589861751152
독산4동,2,금천구,0.4608294930875576
독산1동,10,금천구,2.3041474654377883
독산2동,4,금천구,0.9216589861751152
월계2동,1,노원구,0.14108352144469527
상계1동,19,노원구,2.6805869074492104
중계4동,10,노원구,1.4108352144469527
하계2동,3,노원구,0.4232505643340858
하계1동,5,노원구,0.7054176072234764
상계2동,14,노원구,1.9751693002257338
상계3.4동,3,노원구,0.4232505643340858
상계5동,9,노원구,1.2697516930022574
상계6.7동,13,노원구,1.8340857787810385
중계본동,7,노원구,0.9875846501128669
