서울종로구,서울중구,서울용산구,서울성동구,서울광진구,서울동대문구,서울중랑구,서울성북구,서울강북구,서울도봉구,서울노원구,서울은평구,서울서대문구,서울마포구,서울양천구,서울강서구,서울구로구,서울금천구,서울영등포구,서울동작구,서울관악구,서울서초구,서울강남구,서울송파구,서울강동구
9223,9793,9042,7367,9688,9885,9536,8130,8048,5533,10144,9905,6816,12342,8529,12954,10410,7447,13905,8868,15379,16941,29114,17190,9785
