dong_info,count,gu_info,num_per_area
압구정동,141,강남구,49.97468354430379
논현2동,188,강남구,66.63291139240505
수서동,35,강남구,12.405063291139237
개포4동,41,강남구,14.53164556962025
개포3동,12,강남구,4.253164556962024
개포2동,21,강남구,7.443037974683542
개포1동,2,강남구,0.7088607594936708
일원1동,28,강남구,9.92405063291139
도곡1동,49,강남구,17.367088607594933
청담동,108,강남구,38.27848101265822
삼성2동,126,강남구,44.658227848101255
역삼2동,124,강남구,43.94936708860759
신사동,412,강남구,146.02531645569616
역삼1동,459,강남구,162.68354430379742
도곡2동,52,강남구,18.43037974683544
대치1동,27,강남구,9.569620253164555
대치2동,116,강남구,41.1139240506329
일원본동,13,강남구,4.60759493670886
세곡동,47,강남구,16.658227848101262
대치4동,130,강남구,46.0759493670886
삼성1동,133,강남구,47.1392405063291
논현1동,162,강남구,57.41772151898733
상일2동,11,강동구,4.026026840178934
천호2동,80,강동구,29.280195201301343
천호3동,42,강동구,15.372102480683205
명일1동,60,강동구,21.960146400976008
길동,73,강동구,26.718178121187474
상일1동,34,강동구,12.444082960553072
명일2동,34,강동구,12.444082960553072
고덕2동,43,강동구,15.738104920699472
천호1동,28,강동구,10.24806832045547
암사2동,23,강동구,8.418056120374136
암사3동,17,강동구,6.222041480276536
둔촌2동,38,강동구,13.908092720618138
고덕1동,18,강동구,6.588043920292802
성내1동,75,강동구,27.450183001220008
성내2동,54,강동구,19.764131760878406
강일동,18,강동구,6.588043920292802
성내3동,62,강동구,22.69215128100854
암사1동,39,강동구,14.274095160634404
둔촌1동,1,강동구,0.3660024400162668
번3동,13,강북구,2.2033898305084745
번2동,15,강북구,2.542372881355932
번1동,45,강북구,7.627118644067796
미아동,37,강북구,6.271186440677965
송중동,53,강북구,8.983050847457626
삼각산동,24,강북구,4.067796610169491
송천동,36,강북구,6.101694915254237
삼양동,18,강북구,3.0508474576271185
수유3동,80,강북구,13.559322033898304
우이동,58,강북구,9.83050847457627
수유1동,33,강북구,5.59322033898305
인수동,54,강북구,9.152542372881355
수유2동,26,강북구,4.406779661016949
방화3동,19,강서구,5.958986731001206
방화2동,46,강서구,14.427020506634499
발산1동,111,강서구,34.8130277442702
화곡본동,27,강서구,8.468033775633293
가양3동,8,강서구,2.5090470446320867
가양2동,9,강서구,2.8226779252110976
가양1동,249,강서구,78.0940892641737
방화1동,60,강서구,18.81785283474065
화곡8동,34,강서구,10.663449939686368
화곡6동,55,강서구,17.249698431845594
화곡4동,23,강서구,7.213510253317249
염창동,62,강서구,19.445114595898673
공항동,47,강서구,14.740651387213509
등촌3동,59,강서구,18.50422195416164
화곡3동,36,강서구,11.29071170084439
화곡2동,14,강서구,4.390832328106152
등촌2동,19,강서구,5.958986731001206
화곡1동,72,강서구,22.58142340168878
우장산동,44,강서구,13.799758745476476
등촌1동,73,강서구,22.89505428226779
청룡동,75,관악구,7.609063239770037
미성동,31,관악구,3.145079472438282
조원동,51,관악구,5.174163003043625
난향동,6,관악구,0.6087250591816029
청림동,9,관악구,0.9130875887724044
성현동,25,관악구,2.536354413256679
서원동,47,관악구,4.768346296922556
서림동,29,관악구,2.9421711193777473
은천동,40,관악구,4.058167061210686
삼성동,8,관악구,0.8116334122421373
신원동,27,관악구,2.7392627663172133
인헌동,39,관악구,3.956712884680419
낙성대동,66,관악구,6.6959756509976325
대학동,70,관악구,7.1017923571187005
난곡동,10,관악구,1.0145417653026716
신림동,68,관악구,6.898884004058167
행운동,52,관악구,5.275617179573892
남현동,29,관악구,2.9421711193777473
보라매동,39,관악구,3.956712884680419
중앙동,35,관악구,3.5508961785593502
중곡1동,33,광진구,13.540445486518173
자양1동,42,광진구,17.233294255568584
자양2동,32,광진구,13.130128956623683
자양3동,50,광진구,20.515826494724504
자양4동,78,광진구,32.00468933177023
중곡2동,39,광진구,16.002344665885115
중곡3동,41,광진구,16.822977725674093
중곡4동,38,광진구,15.592028135990624
능동,30,광진구,12.309495896834703
화양동,151,광진구,61.957796014068
구의1동,51,광진구,20.926143024618995
구의2동,47,광진구,19.284876905041035
구의3동,64,광진구,26.260257913247365
군자동,60,광진구,24.618991793669405
광장동,53,광진구,21.746776084407976
항동,20,구로구,9.940357852882704
오류1동,24,구로구,11.928429423459244
수궁동,20,구로구,9.940357852882704
개봉1동,39,구로구,19.383697813121273
개봉2동,31,구로구,15.40755467196819
신도림동,56,구로구,27.83300198807157
고척2동,25,구로구,12.42544731610338
고척1동,41,구로구,20.37773359840954
오류2동,29,구로구,14.41351888667992
구로5동,81,구로구,40.25844930417495
구로4동,28,구로구,13.916500994035784
구로1동,14,구로구,6.958250497017892
구로2동,48,구로구,23.856858846918488
개봉3동,27,구로구,13.41948310139165
가리봉동,8,구로구,3.9761431411530817
구로3동,167,구로구,83.00198807157058
독산3동,30,금천구,6.912442396313364
독산2동,27,금천구,6.221198156682028
시흥1동,59,금천구,13.59447004608295
시흥2동,9,금천구,2.0737327188940093
시흥3동,15,금천구,3.456221198156682
가산동,305,금천구,70.27649769585254
시흥5동,25,금천구,5.760368663594471
시흥4동,6,금천구,1.3824884792626728
독산1동,81,금천구,18.663594470046082
독산4동,22,금천구,5.0691244239631335
중계4동,27,노원구,3.8092550790067725
중계본동,34,노원구,4.79683972911964
월계1동,48,노원구,6.772009029345373
중계2.3동,24,노원구,3.3860045146726865
공릉1동,104,노원구,14.672686230248308
중계1동,24,노원구,3.3860045146726865
공릉2동,79,노원구,11.145598194130926
상계10동,13,노원구,1.8340857787810385
상계1동,53,노원구,7.4774266365688495
